Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location
823,Square Picnic Table,Metal,Metal,95 STREET NW,2241,EAUX CLAIRES,WARD 03,53.6217239573469,-113.486135943063,"(53.6217239573469, -113.486135943063)"
758,Square Picnic Table,Wood,Aggregate,161A AVENUE NW,2511,MAYLIEWAN,WARD 03,53.6223209135307,-113.459089849026,"(53.6223209135307, -113.459089849026)"
238,Other Table,Wood,Metal,86 AVENUE NW,6320,IDYLWYLDE,WARD 08,53.5222603647268,-113.45328866175,"(53.5222603647268, -113.45328866175)"
147,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,WARD 02,53.5615877331061,-113.514636876015,"(53.5615877331061, -113.514636876015)"
9,Square Picnic Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,WARD 05,53.5055191949065,-113.672230664595,"(53.5055191949065, -113.672230664595)"
147,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,WARD 02,53.5616595353815,-113.514511250917,"(53.5616595353815, -113.514511250917)"
115,Square Picnic Table,Wood,Aggregate,122 AVENUE NW,3410,SHERBROOKE,WARD 02,53.5748695481619,-113.54830819066,"(53.5748695481619, -113.54830819066)"
844,Square Picnic Table,Composite,Metal,75 AVENUE NW,6610,RITCHIE,WARD 11,53.5105465442132,-113.481879186248,"(53.5105465442132, -113.481879186248)"
8,Square Picnic Table,Metal,Metal,PROCTOR WYND NW,4710,POTTER GREENS,WARD 01,53.5187830595973,-113.674836625027,"(53.5187830595973, -113.674836625027)"
257,Square Picnic Table,Wood,Aggregate,87 AVENUE NW,6350,KENILWORTH,WARD 08,53.522543686764,-113.437196886826,"(53.522543686764, -113.437196886826)"
435,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,WARD 12,53.4274242064389,-113.448620826548,"(53.4274242064389, -113.448620826548)"
178,Square Picnic Table,Wood,Metal,ROSSDALE ROAD NW,1220,ROSSDALE,WARD 06,53.5373985608899,-113.489396076148,"(53.5373985608899, -113.489396076148)"
263,Square Picnic Table,Wood,Aggregate,54 STREET NW,2380,KENNEDALE INDUSTRIAL,WARD 04,53.5940486284898,-113.421937059011,"(53.5940486284898, -113.421937059011)"
51,Square Picnic Table,Wood,Aggregate,165 STREET NW,4590,WEST MEADOWLARK PARK,WARD 01,53.5295563145206,-113.606869546514,"(53.5295563145206, -113.606869546514)"
68,Square Picnic Table,Wood,Metal,CAMPBELL ROAD NW,3360,RAMPART INDUSTRIAL,WARD 02,53.6125062200512,-113.588966165302,"(53.6125062200512, -113.588966165302)"
775,Square Picnic Table,Metal,Metal,113 AVENUE NW,2330,HIGHLANDS,WARD 07,53.5672524177575,-113.433849820204,"(53.5672524177575, -113.433849820204)"
201,Square Picnic Table,Wood,Metal,87 STREET NW,1210,RIVERDALE,WARD 06,53.5429960509694,-113.463947885486,"(53.5429960509694, -113.463947885486)"
447,Square Picnic Table,Wood,Metal,97 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5359732859247,-113.471711879297,"(53.5359732859247, -113.471711879297)"
169,Square Picnic Table,Metal,Metal,103 STREET NW,1230,SPRUCE AVENUE,WARD 02,53.565503527492,-113.497754286281,"(53.565503527492, -113.497754286281)"
221,Square Picnic Table,Wood,Metal,130 AVENUE NW,2020,BALWIN,WARD 07,53.5895047822037,-113.458931970843,"(53.5895047822037, -113.458931970843)"
147,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,WARD 02,53.5616861518166,-113.514515343861,"(53.5616861518166, -113.514515343861)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5051403718535,-113.48413542403,"(53.5051403718535, -113.48413542403)"
169,Square Picnic Table,Concrete,Aggregate,114 AVENUE NW,1230,SPRUCE AVENUE,WARD 02,53.5645382799794,-113.496020891109,"(53.5645382799794, -113.496020891109)"
627,Square Picnic Table,Wood,Aggregate,95 AVENUE NW,4540,TERRA LOSA,WARD 01,53.5293315295978,-113.628071366318,"(53.5293315295978, -113.628071366318)"
221,Square Picnic Table,Concrete,Aggregate,132 AVENUE NW,2020,BALWIN,WARD 07,53.5916412624544,-113.448864937206,"(53.5916412624544, -113.448864937206)"
681,Square Picnic Table,Wood,Metal,BRINTNELL BOULEVARD NW,2110,BRINTNELL,WARD 04,53.6194158180291,-113.407741527724,"(53.6194158180291, -113.407741527724)"
8,Square Picnic Table,Metal,Metal,PICARD DRIVE NW,4710,POTTER GREENS,WARD 01,53.5179914034721,-113.674616045025,"(53.5179914034721, -113.674616045025)"
447,Square Picnic Table,Composite,Metal,97 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5366877927403,-113.470916641137,"(53.5366877927403, -113.470916641137)"
447,Square Picnic Table,Wood,Metal,95 STREET NW,6070,CLOVERDALE,WARD 08,53.5358126157248,-113.472861434984,"(53.5358126157248, -113.472861434984)"
78,Square Picnic Table,Wood,Metal,76 AVENUE NW,4430,RIO TERRACE,WARD 05,53.5090546697025,-113.582054340125,"(53.5090546697025, -113.582054340125)"
20,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,WARD 01,53.526065905807,-113.635431316417,"(53.526065905807, -113.635431316417)"
283,Square Picnic Table,Unknown,Unknown,MILL WOODS ROAD EAST NW,6580,POLLARD MEADOWS,WARD 12,53.4479571704435,-113.406026787724,"(53.4479571704435, -113.406026787724)"
681,Square Picnic Table,Metal,Metal,BRINTNELL BOULEVARD NW,2110,BRINTNELL,WARD 04,53.6194195651708,-113.407035243257,"(53.6194195651708, -113.407035243257)"
201,Square Picnic Table,Wood,Metal,101 AVENUE NW,1210,RIVERDALE,WARD 06,53.5433154776534,-113.468012057014,"(53.5433154776534, -113.468012057014)"
207,Other Table,Composite,Metal,92 AVENUE NW,6040,BONNIE DOON,WARD 08,53.5278207797841,-113.470692470015,"(53.5278207797841, -113.470692470015)"
246,Square Picnic Table,Wood,Aggregate,101A AVENUE NW,6620,RIVER VALLEY GOLD BAR,WARD 08,53.5435584430088,-113.434227414704,"(53.5435584430088, -113.434227414704)"
447,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,WARD 08,53.5366597369851,-113.47123873928,"(53.5366597369851, -113.47123873928)"
237,Square Picnic Table,Composite,Metal,95 AVENUE NW,6310,HOLYROOD,WARD 08,53.5315362817977,-113.451874162633,"(53.5315362817977, -113.451874162633)"
66,Square Picnic Table,Wood,Aggregate,81 AVENUE NW,4280,LYNNWOOD,WARD 05,53.5154353126423,-113.594033651732,"(53.5154353126423, -113.594033651732)"
78,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4430,RIO TERRACE,WARD 05,53.5082601558889,-113.589428622398,"(53.5082601558889, -113.589428622398)"
269,Square Picnic Table,Composite,Metal,54 STREET NW,6061,CAPILANO,WARD 08,53.5558716531388,-113.422120723239,"(53.5558716531388, -113.422120723239)"
758,Square Picnic Table,Wood,Aggregate,161A AVENUE NW,2511,MAYLIEWAN,WARD 03,53.6222024303139,-113.459399137566,"(53.6222024303139, -113.459399137566)"
21,Square Picnic Table,Wood,Aggregate,181A STREET NW,4020,ALDERGROVE,WARD 01,53.5185544744097,-113.635043760091,"(53.5185544744097, -113.635043760091)"
40,Square Picnic Table,Wood,Metal,57 AVENUE NW,4160,GARIEPY,WARD 05,53.4933940377723,-113.622970297135,"(53.4933940377723, -113.622970297135)"
238,Square Picnic Table,Metal,Metal,90 AVENUE NW,6320,IDYLWYLDE,WARD 08,53.5246807455391,-113.453440815201,"(53.5246807455391, -113.453440815201)"
237,Square Picnic Table,Composite,Metal,82 STREET NW,6310,HOLYROOD,WARD 08,53.5310996452225,-113.451558049738,"(53.5310996452225, -113.451558049738)"
188,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,2290,GLENGARRY,WARD 07,53.5960792042398,-113.477905388556,"(53.5960792042398, -113.477905388556)"
201,Square Picnic Table,Wood,Aggregate,GRIERSON HILL NW,1210,RIVERDALE,WARD 06,53.5404496370076,-113.484347545661,"(53.5404496370076, -113.484347545661)"
35,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,WARD 05,53.5072949024509,-113.622170483727,"(53.5072949024509, -113.622170483727)"
175,Square Picnic Table,Wood,Aggregate,87 AVENUE NW,5480,STRATHCONA,WARD 08,53.5224012051293,-113.493675804246,"(53.5224012051293, -113.493675804246)"
155,Square Picnic Table,Wood,Aggregate,BEAUMARIS ROAD NW,3280,LORELEI,WARD 03,53.6215083348856,-113.506966367582,"(53.6215083348856, -113.506966367582)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5051488048938,-113.475003909011,"(53.5051488048938, -113.475003909011)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5051722683881,-113.471091333577,"(53.5051722683881, -113.471091333577)"
851,Square Picnic Table,Wood,Aggregate,95A STREET NW,6491,MILL CREEK RAVINE NORTH,WARD 08,53.5191693312545,-113.475411841768,"(53.5191693312545, -113.475411841768)"
40,Other Table,Wood,Aggregate,57 AVENUE NW,4160,GARIEPY,WARD 05,53.4935212158575,-113.623248811029,"(53.4935212158575, -113.623248811029)"
132,Square Picnic Table,Metal,Metal,73 AVENUE NW,5040,BELGRAVIA,WARD 08,53.5096398414824,-113.530531793292,"(53.5096398414824, -113.530531793292)"
486,Square Picnic Table,Wood,Aggregate,70 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5068363465119,-113.485166678717,"(53.5068363465119, -113.485166678717)"
766,Square Picnic Table,Wood,Aggregate,152C AVENUE NW,2530,MCLEOD,WARD 04,53.6149215410147,-113.441459432938,"(53.6149215410147, -113.441459432938)"
147,Square Picnic Table,Wood,Metal,111A AVENUE NW,1170,PRINCE RUPERT,WARD 02,53.5604848099295,-113.514408298171,"(53.5604848099295, -113.514408298171)"
218,Square Picnic Table,Wood,Aggregate,149A AVENUE NW,2410,KILKENNY,WARD 03,53.611170122964,-113.46207459893,"(53.611170122964, -113.46207459893)"
201,Square Picnic Table,Aggregate,Wood,CAMERON AVENUE NW,1210,RIVERDALE,WARD 06,53.5413958932657,-113.472712348749,"(53.5413958932657, -113.472712348749)"
220,Square Picnic Table,Concrete,Aggregate,76 STREET NW,2230,DELWOOD,WARD 07,53.5926309503686,-113.457500240042,"(53.5926309503686, -113.457500240042)"
286,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,6270,GOLD BAR,WARD 08,53.5484960381381,-113.413077858024,"(53.5484960381381, -113.413077858024)"
285,Square Picnic Table,Wood,Metal,115 AVENUE NW,2100,BEVERLY HEIGHTS,WARD 07,53.5673777522429,-113.406710611829,"(53.5673777522429, -113.406710611829)"
823,Square Picnic Table,Metal,Metal,95 STREET NW,2241,EAUX CLAIRES,WARD 03,53.6216250130203,-113.485654097187,"(53.6216250130203, -113.485654097187)"
326,Square Picnic Table,Wood,Aggregate,91 STREET SW,6213,SUMMERSIDE,WARD 12,53.4230617362407,-113.473951012238,"(53.4230617362407, -113.473951012238)"
66,Square Picnic Table,Wood,Aggregate,158 STREET NW,4280,LYNNWOOD,WARD 05,53.5143463962432,-113.594697962497,"(53.5143463962432, -113.594697962497)"
226,Square Picnic Table,Wood,Wood,WAGNER ROAD NW,6170,DAVIES INDUSTRIAL WEST,WARD 11,53.4989509519336,-113.451902128647,"(53.4989509519336, -113.451902128647)"
20,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,WARD 01,53.5259441785214,-113.635909317792,"(53.5259441785214, -113.635909317792)"
213,Square Picnic Table,Unknown,Unknown,80 AVENUE NW,6360,KING EDWARD PARK,WARD 11,53.5163439375266,-113.452599696287,"(53.5163439375266, -113.452599696287)"
46,Square Picnic Table,Concrete,Aggregate,167 STREET NW,4140,ELMWOOD,WARD 05,53.5153266262635,-113.608362422122,"(53.5153266262635, -113.608362422122)"
328,Square Picnic Table,Wood,Aggregate,BLACKMUD CREEK DRIVE SW,5453,BLACKMUD CREEK,WARD 09,53.4200920818614,-113.51324674987,"(53.4200920818614, -113.51324674987)"
141,Square Picnic Table,Wood,Metal,103 AVENUE NW,1150,OLIVER,WARD 06,53.5443126628811,-113.518450016066,"(53.5443126628811, -113.518450016066)"
166,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,WARD 10,53.4492360948685,-113.513180216057,"(53.4492360948685, -113.513180216057)"
256,Square Picnic Table,Wood,Aggregate,93A AVENUE NW,6550,OTTEWELL,WARD 08,53.5305743490969,-113.424387622847,"(53.5305743490969, -113.424387622847)"
328,Square Picnic Table,Wood,Aggregate,BLACKMUD CREEK DRIVE SW,5453,BLACKMUD CREEK,WARD 09,53.4201924754783,-113.513304945815,"(53.4201924754783, -113.513304945815)"
15,Square Picnic Table,Wood,Aggregate,180 STREET NW,4270,LYMBURN,WARD 05,53.5054046231409,-113.634440694818,"(53.5054046231409, -113.634440694818)"
177,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,1250,WESTWOOD,WARD 02,53.5758232044672,-113.500094961307,"(53.5758232044672, -113.500094961307)"
486,Square Picnic Table,Wood,Aggregate,66 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5032444921839,-113.477298367064,"(53.5032444921839, -113.477298367064)"
105,Other Table,Wood,Aggregate,109A AVENUE NW,3310,NORTH GLENORA,WARD 06,53.5551704946028,-113.55696670096,"(53.5551704946028, -113.55696670096)"
257,Square Picnic Table,Wood,Metal,86 AVENUE NW,6350,KENILWORTH,WARD 08,53.5208912008413,-113.430153380355,"(53.5208912008413, -113.430153380355)"
161,Square Picnic Table,Wood,Metal,108A STREET NW,5170,EMPIRE PARK,WARD 10,53.4859779427292,-113.510794831267,"(53.4859779427292, -113.510794831267)"
234,Square Picnic Table,Metal,Aggregate,81 STREET NW,6230,FOREST HEIGHTS,WARD 08,53.5438070316287,-113.45303495454,"(53.5438070316287, -113.45303495454)"
238,Square Picnic Table,Metal,Metal,90 AVENUE NW,6320,IDYLWYLDE,WARD 08,53.524779966776,-113.453466640455,"(53.524779966776, -113.453466640455)"
435,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,WARD 12,53.4272519869886,-113.446655997733,"(53.4272519869886, -113.446655997733)"
215,Square Picnic Table,Wood,Aggregate,ROWLAND ROAD NW,6630,RIVER VALLEY RIVERSIDE,WARD 08,53.552859316809,-113.461183918174,"(53.552859316809, -113.461183918174)"
851,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,6491,MILL CREEK RAVINE NORTH,WARD 08,53.5292529849113,-113.479786937172,"(53.5292529849113, -113.479786937172)"
154,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,WARD 03,53.6171878498764,-113.497631070069,"(53.6171878498764, -113.497631070069)"
320,Square Picnic Table,Composite,Metal,66 AVENUE NW,6410,MAPLE RIDGE,WARD 11,53.5022845249227,-113.368082405363,"(53.5022845249227, -113.368082405363)"
35,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,WARD 05,53.5071647037456,-113.623997979501,"(53.5071647037456, -113.623997979501)"
447,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5387703842872,-113.481729396291,"(53.5387703842872, -113.481729396291)"
51,Square Picnic Table,Wood,Aggregate,165 STREET NW,4590,WEST MEADOWLARK PARK,WARD 01,53.5295340059789,-113.606794325229,"(53.5295340059789, -113.606794325229)"
715,Square Picnic Table,Wood,Metal,SECORD BOULEVARD NW,4487,SECORD,WARD 01,53.5334741133725,-113.691861527437,"(53.5334741133725, -113.691861527437)"
302,Square Picnic Table,Wood,Aggregate,132A AVENUE NW,2070,BELMONT,WARD 04,53.5935610475223,-113.393693151837,"(53.5935610475223, -113.393693151837)"
256,Square Picnic Table,Metal,Metal,58 STREET NW,6550,OTTEWELL,WARD 08,53.5308618835225,-113.424065372147,"(53.5308618835225, -113.424065372147)"
20,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4040,BELMEAD,WARD 01,53.5257410271531,-113.63543094601,"(53.5257410271531, -113.63543094601)"
700,Square Picnic Table,Composite,Metal,TAMARACK ROAD NW,6443,TAMARACK,WARD 12,53.4687898142451,-113.362206829669,"(53.4687898142451, -113.362206829669)"
823,Square Picnic Table,Metal,Metal,95 STREET NW,2241,EAUX CLAIRES,WARD 03,53.621547925295,-113.486253880005,"(53.621547925295, -113.486253880005)"
188,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,2290,GLENGARRY,WARD 07,53.5952352621872,-113.472757728735,"(53.5952352621872, -113.472757728735)"
171,Square Picnic Table,Concrete,Aggregate,UNIVERSITY AVENUE NW,5330,QUEEN ALEXANDRA,WARD 08,53.513335590106,-113.504820458008,"(53.513335590106, -113.504820458008)"
201,Square Picnic Table,Wood,Aggregate,GRIERSON HILL NW,1210,RIVERDALE,WARD 06,53.5404309632345,-113.484531488969,"(53.5404309632345, -113.484531488969)"
77,Square Picnic Table,Wood,Aggregate,153 STREET NW,4230,JASPER PARK,WARD 01,53.5206829029307,-113.584593881889,"(53.5206829029307, -113.584593881889)"
166,Square Picnic Table,Wood,Metal,19 AVENUE NW,5250,KEHEEWIN,WARD 10,53.4485644871056,-113.502685978691,"(53.4485644871056, -113.502685978691)"
257,Square Picnic Table,Wood,Metal,88 AVENUE NW,6350,KENILWORTH,WARD 08,53.5227280086715,-113.43708305957,"(53.5227280086715, -113.43708305957)"
8,Square Picnic Table,Metal,Metal,PICARD DRIVE NW,4710,POTTER GREENS,WARD 01,53.5182561375884,-113.674956507683,"(53.5182561375884, -113.674956507683)"
66,Square Picnic Table,Wood,Metal,84 AVENUE NW,4280,LYNNWOOD,WARD 05,53.5164441048488,-113.589557551765,"(53.5164441048488, -113.589557551765)"
178,Square Picnic Table,Wood,Metal,95 AVENUE NW,1220,ROSSDALE,WARD 06,53.5303882193836,-113.491579437871,"(53.5303882193836, -113.491579437871)"
201,Square Picnic Table,Metal,Metal,100 AVENUE NW,1210,RIVERDALE,WARD 06,53.5415539977061,-113.471773044248,"(53.5415539977061, -113.471773044248)"
123,Square Picnic Table,Wood,Metal,TWIN BROOKS CLOSE NW,5511,TWIN BROOKS,WARD 09,53.4495042600086,-113.538168312396,"(53.4495042600086, -113.538168312396)"
272,Square Picnic Table,Composite,Metal,54 STREET NW,2340,HOLLICK-KENYON,WARD 04,53.6213159049421,-113.420267282092,"(53.6213159049421, -113.420267282092)"
155,Square Picnic Table,Wood,Aggregate,BEAUMARIS ROAD NW,3280,LORELEI,WARD 03,53.621461277222,-113.506824631666,"(53.621461277222, -113.506824631666)"
134,Square Picnic Table,Metal,Metal,WHITEMUD DRIVE NW,5430,ROYAL GARDENS,WARD 10,53.4819016546655,-113.517890045898,"(53.4819016546655, -113.517890045898)"
119,Square Picnic Table,Wood,Aggregate,39A AVENUE NW,5020,ASPEN GARDENS,WARD 10,53.4750004747926,-113.542196840123,"(53.4750004747926, -113.542196840123)"
467,Square Picnic Table,Wood,Aggregate,116 AVENUE NW,3240,INGLEWOOD,WARD 02,53.566269596032,-113.539735777151,"(53.566269596032, -113.539735777151)"
4,Square Picnic Table,Wood,Aggregate,WEST VIEW BOULEVARD NW,4620,WESTVIEW VILLAGE,WARD 01,53.5532449325623,-113.692510103925,"(53.5532449325623, -113.692510103925)"
711,Square Picnic Table,Concrete,Concrete,3 AVENUE SW,6661,CHARLESWORTH,WARD 12,53.429594900889,-113.431589925522,"(53.429594900889, -113.431589925522)"
222,Square Picnic Table,Wood,Aggregate,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,WARD 07,53.5817636749006,-113.456147475507,"(53.5817636749006, -113.456147475507)"
315,Square Picnic Table,Wood,Metal,CLAREVIEW ROAD NW,2390,KERNOHAN,WARD 04,53.5933990153739,-113.383592764719,"(53.5933990153739, -113.383592764719)"
66,Square Picnic Table,Wood,Aggregate,156 STREET NW,4280,LYNNWOOD,WARD 05,53.516495039369,-113.589912232457,"(53.516495039369, -113.589912232457)"
234,Square Picnic Table,Composite,Metal,81 STREET NW,6230,FOREST HEIGHTS,WARD 08,53.543343671517,-113.452028308191,"(53.543343671517, -113.452028308191)"
40,Other Table,Wood,Aggregate,57 AVENUE NW,4160,GARIEPY,WARD 05,53.4934071363397,-113.622962846103,"(53.4934071363397, -113.622962846103)"
21,Square Picnic Table,Wood,Aggregate,181A STREET NW,4020,ALDERGROVE,WARD 01,53.5185246010008,-113.635115709682,"(53.5185246010008, -113.635115709682)"
627,Other Table,Wood,Aggregate,178 STREET NW,4540,TERRA LOSA,WARD 01,53.5298102753372,-113.629382982535,"(53.5298102753372, -113.629382982535)"
177,Square Picnic Table,Wood,Aggregate,121 AVENUE NW,1250,WESTWOOD,WARD 02,53.5758174192182,-113.499879425418,"(53.5758174192182, -113.499879425418)"
256,Square Picnic Table,Wood,Aggregate,67A STREET NW,6550,OTTEWELL,WARD 08,53.5313543998652,-113.43139956603,"(53.5313543998652, -113.43139956603)"
447,Square Picnic Table,Wood,Metal,97 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5364647245243,-113.470551016572,"(53.5364647245243, -113.470551016572)"
201,Square Picnic Table,Wood,Metal,87 STREET NW,1210,RIVERDALE,WARD 06,53.5422638130911,-113.463819650291,"(53.5422638130911, -113.463819650291)"
154,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,WARD 03,53.6167178255165,-113.497482559806,"(53.6167178255165, -113.497482559806)"
35,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,WARD 05,53.5072269807921,-113.623847775179,"(53.5072269807921, -113.623847775179)"
218,Square Picnic Table,Wood,Metal,66 STREET NW,2410,KILKENNY,WARD 03,53.6072650622665,-113.444251702535,"(53.6072650622665, -113.444251702535)"
35,Square Picnic Table,Wood,Metal,69 AVENUE NW,4070,CALLINGWOOD NORTH,WARD 05,53.5059866415765,-113.625987899211,"(53.5059866415765, -113.625987899211)"
169,Square Picnic Table,Wood,Metal,115 AVENUE NW,1230,SPRUCE AVENUE,WARD 02,53.5656381598494,-113.497640563613,"(53.5656381598494, -113.497640563613)"
635,Square Picnic Table,Composite,Metal,213 STREET NW,4730,SUDER GREENS,WARD 01,53.5213903117062,-113.684754323228,"(53.5213903117062, -113.684754323228)"
682,Square Picnic Table,Wood,Aggregate,MATHESON WAY NW,2541,MILLER,WARD 04,53.6127161680554,-113.415792245091,"(53.6127161680554, -113.415792245091)"
166,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,WARD 10,53.4492067696751,-113.512413923809,"(53.4492067696751, -113.512413923809)"
447,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5383377890779,-113.477991370906,"(53.5383377890779, -113.477991370906)"
447,Square Picnic Table,Wood,Metal,CONNORS ROAD NW,6070,CLOVERDALE,WARD 08,53.5363226993376,-113.478197931606,"(53.5363226993376, -113.478197931606)"
486,Square Picnic Table,Wood,Aggregate,69 AVENUE NW,6290,HAZELDEAN,WARD 11,53.505162425741,-113.47737253942,"(53.505162425741, -113.47737253942)"
447,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,WARD 08,53.5369795177175,-113.477460790043,"(53.5369795177175, -113.477460790043)"
447,Square Picnic Table,Wood,Aggregate,95 STREET NW,6070,CLOVERDALE,WARD 08,53.5388976526627,-113.472752417423,"(53.5388976526627, -113.472752417423)"
775,Square Picnic Table,Concrete,Aggregate,61 STREET NW,2330,HIGHLANDS,WARD 07,53.5692790191791,-113.43471332183,"(53.5692790191791, -113.43471332183)"
267,Square Picnic Table,Wood,Aggregate,FULTON ROAD NW,6240,FULTON PLACE,WARD 08,53.5463202217307,-113.425543277281,"(53.5463202217307, -113.425543277281)"
486,Square Picnic Table,Wood,Metal,66 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5034102131234,-113.477182923837,"(53.5034102131234, -113.477182923837)"
359,Square Picnic Table,Wood,Metal,SILVER BERRY ROAD NW,6442,SILVER BERRY,WARD 12,53.4576891032212,-113.383722813573,"(53.4576891032212, -113.383722813573)"
267,Square Picnic Table,Wood,Metal,FULTON ROAD NW,6240,FULTON PLACE,WARD 08,53.5463732114576,-113.424792444561,"(53.5463732114576, -113.424792444561)"
326,Square Picnic Table,Metal,Metal,SAVARYN DRIVE SW,6213,SUMMERSIDE,WARD 12,53.413838198114,-113.462363532114,"(53.413838198114, -113.462363532114)"
21,Square Picnic Table,Wood,Aggregate,182 STREET NW,4020,ALDERGROVE,WARD 01,53.5202294327034,-113.636786148787,"(53.5202294327034, -113.636786148787)"
700,Square Picnic Table,Wood,Metal,TAMARACK GREEN NW,6443,TAMARACK,WARD 12,53.469824743179,-113.359686814952,"(53.469824743179, -113.359686814952)"
135,Square Picnic Table,Wood,Aggregate,115 STREET NW,5050,BLACKMUD CREEK RAVINE,WARD 10,53.4473809812374,-113.530409991418,"(53.4473809812374, -113.530409991418)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5051801548151,-113.481967900914,"(53.5051801548151, -113.481967900914)"
274,Square Picnic Table,Wood,Metal,121 AVENUE NW,2560,NEWTON,WARD 07,53.5752388927275,-113.427436622054,"(53.5752388927275, -113.427436622054)"
257,Square Picnic Table,Wood,Aggregate,89 AVENUE NW,6350,KENILWORTH,WARD 08,53.5235481069935,-113.434400371963,"(53.5235481069935, -113.434400371963)"
56,Square Picnic Table,Wood,Aggregate,78 AVENUE NW,4390,PATRICIA HEIGHTS,WARD 05,53.5107674608299,-113.604072181291,"(53.5107674608299, -113.604072181291)"
435,Square Picnic Table,Wood,Metal,6 AVENUE SW,6211,ELLERSLIE,WARD 12,53.4274208955256,-113.448754923454,"(53.4274208955256, -113.448754923454)"
447,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,WARD 08,53.5367095958764,-113.471275567552,"(53.5367095958764, -113.471275567552)"
207,Square Picnic Table,Metal,Metal,86 AVENUE NW,6040,BONNIE DOON,WARD 08,53.5224575025296,-113.468224770242,"(53.5224575025296, -113.468224770242)"
105,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3310,NORTH GLENORA,WARD 06,53.5552331825576,-113.556867738152,"(53.5552331825576, -113.556867738152)"
257,Square Picnic Table,Wood,Metal,86 AVENUE NW,6350,KENILWORTH,WARD 08,53.5207976707231,-113.430052115531,"(53.5207976707231, -113.430052115531)"
116,Square Picnic Table,Wood,Metal,127 STREET NW,5210,GRANDVIEW HEIGHTS,WARD 10,53.4989330165585,-113.546182416809,"(53.4989330165585, -113.546182416809)"
166,Square Picnic Table,Wood,Aggregate,19 AVENUE NW,5250,KEHEEWIN,WARD 10,53.4496039014998,-113.514869808051,"(53.4496039014998, -113.514869808051)"
769,Square Picnic Table,Wood,Aggregate,138A AVENUE NW,2720,YORK,WARD 04,53.6032791765137,-113.420989405356,"(53.6032791765137, -113.420989405356)"
486,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,WARD 11,53.5049956333402,-113.470692203893,"(53.5049956333402, -113.470692203893)"
635,Square Picnic Table,Composite,Metal,SUDER GREENS DRIVE NW,4730,SUDER GREENS,WARD 01,53.5209678704092,-113.684609485998,"(53.5209678704092, -113.684609485998)"
177,Square Picnic Table,Wood,Metal,120 AVENUE NW,1250,WESTWOOD,WARD 02,53.5738693778316,-113.49321260729,"(53.5738693778316, -113.49321260729)"
